Localidad,Departamento,Provincia,Region,Anio,Poblacion Urbana
Tostado,9 de Julio,Santa Fe,Pampeana,1991,11775
Tostado,9 de Julio,Santa Fe,Pampeana,1980,10522
Tostado,9 de Julio,Santa Fe,Pampeana,1970,7921
Tostado,9 de Julio,Santa Fe,Pampeana,1960,5961
Ceres,San Cristóbal,Santa Fe,Pampeana,2010,14499
Ceres,San Cristóbal,Santa Fe,Pampeana,2001,13063
Ceres,San Cristóbal,Santa Fe,Pampeana,1991,12000
Ceres,San Cristóbal,Santa Fe,Pampeana,1980,10817
Ceres,San Cristóbal,Santa Fe,Pampeana,1970,9108
Ceres,San Cristóbal,Santa Fe,Pampeana,1960,8073
Los Toldos ,General Viamonte,Buenos Aires,Pampeana,2010,14496
Los Toldos ,General Viamonte,Buenos Aires,Pampeana,2001,13462
Los Toldos ,General Viamonte,Buenos Aires,Pampeana,1991,12191
Los Toldos ,General Viamonte,Buenos Aires,Pampeana,1980,10144
Los Toldos ,General Viamonte,Buenos Aires,Pampeana,1970,8896
Los Toldos ,General Viamonte,Buenos Aires,Pampeana,1960,7174
San Cristóbal,San Cristóbal,Santa Fe,Pampeana,2010,14389
San Cristóbal,San Cristóbal,Santa Fe,Pampeana,2001,13645
San Cristóbal,San Cristóbal,Santa Fe,Pampeana,1991,13991
San Cristóbal,San Cristóbal,Santa Fe,Pampeana,1980,13333
San Cristóbal,San Cristóbal,Santa Fe,Pampeana,1970,11825
San Cristóbal,San Cristóbal,Santa Fe,Pampeana,1960,10971
Pigüé ,Pigüé,Buenos Aires,Pampeana,2010,14383
Pigüé ,Pigüé,Buenos Aires,Pampeana,2001,13822
Pigüé ,Pigüé,Buenos Aires,Pampeana,1991,12627
Pigüé ,Pigüé,Buenos Aires,Pampeana,1980,10819
Pigüé ,Pigüé,Buenos Aires,Pampeana,1970,8703
Pigüé ,Pigüé,Buenos Aires,Pampeana,1960,7645
Benito Juárez (Est. Juárez),Benito Juárez,Buenos Aires,Pampeana,2010,14279
Benito Juárez (Est. Juárez),Benito Juárez,Buenos Aires,Pampeana,2001,13868
Benito Juárez (Est. Juárez),Benito Juárez,Buenos Aires,Pampeana,1991,13245
Benito Juárez (Est. Juárez),Benito Juárez,Buenos Aires,Pampeana,1980,11893
Benito Juárez (Est. Juárez),Benito Juárez,Buenos Aires,Pampeana,1970,11329
Benito Juárez (Est. Juárez),Benito Juárez,Buenos Aires,Pampeana,1960,9535
El Colorado,Pirané,Formosa,Noreste,2010,14228
El Colorado,Pirané,Formosa,Noreste,2001,12780
El Colorado,Pirané,Formosa,Noreste,1991,10326
El Colorado,Pirané,Formosa,Noreste,1980,7572
El Colorado,Pirané,Formosa,Noreste,1970,4117
El Colorado,Pirané,Formosa,Noreste,1960,3755
Puerto Deseado ,Deseado,Santa Cruz,Patagonia,2010,14183
Puerto Deseado ,Deseado,Santa Cruz,Patagonia,2001,10237
Puerto Deseado ,Deseado,Santa Cruz,Patagonia,1991,7093
Puerto Deseado ,Deseado,Santa Cruz,Patagonia,1980,4005
Puerto Deseado ,Deseado,Santa Cruz,Patagonia,1970,3735
Puerto Deseado ,Deseado,Santa Cruz,Patagonia,1960,3120
Colonia Wanda ,Iguazú,Misiones,Noreste,2010,13901
Colonia Wanda ,Iguazú,Misiones,Noreste,2001,11799
Colonia Wanda ,Iguazú,Misiones,Noreste,1991,7505
Colonia Wanda ,Iguazú,Misiones,Noreste,1980,1999
Colonia Wanda ,Iguazú,Misiones,Noreste,1970,478
Colonia Wanda ,Iguazú,Misiones,Noreste,1960,1331
Candelaria,Candelaria,Misiones,Noreste,2010,13777
Candelaria,Candelaria,Misiones,Noreste,2001,10674
Candelaria,Candelaria,Misiones,Noreste,1991,6280
Candelaria,Candelaria,Misiones,Noreste,1980,3955
Candelaria,Candelaria,Misiones,Noreste,1970,2319
Candelaria,Candelaria,Misiones,Noreste,1960,2429
La Leonesa - Las Palmas ,Bermejo,Chaco,Noreste,2010,13737
La Leonesa - Las Palmas ,Bermejo,Chaco,Noreste,2001,13854
La Leonesa - Las Palmas ,Bermejo,Chaco,Noreste,1991,13054
La Leonesa - Las Palmas ,Bermejo,Chaco,Noreste,1980,10607
La Leonesa - Las Palmas ,Bermejo,Chaco,Noreste,1970,6976
La Leonesa - Las Palmas ,Bermejo,Chaco,Noreste,1960,6600
Cafayate,Cafayate,Salta,Noroeste,2010,13698
Cafayate,Cafayate,Salta,Noroeste,2001,10714
Cafayate,Cafayate,Salta,Noroeste,1991,7115
Cafayate,Cafayate,Salta,Noroeste,1980,5027
Cafayate,Cafayate,Salta,Noroeste,1970,3365
Cafayate,Cafayate,Salta,Noroeste,1960,2407
El Carmen,El Carmen,Jujuy,Noroeste,2010,13623
El Carmen,El Carmen,Jujuy,Noroeste,2001,12295
El Carmen,El Carmen,Jujuy,Noroeste,1991,8542
El Carmen,El Carmen,Jujuy,Noroeste,1980,6390
El Carmen,El Carmen,Jujuy,Noroeste,1970,3701
El Carmen,El Carmen,Jujuy,Noroeste,1960,2029
San Javier,San Javier,Santa Fe,Pampeana,2010,13604
San Javier,San Javier,Santa Fe,Pampeana,2001,12949
San Javier,San Javier,Santa Fe,Pampeana,1991,9694
San Javier,San Javier,Santa Fe,Pampeana,1980,7552
San Javier,San Javier,Santa Fe,Pampeana,1970,5585
San Javier,San Javier,Santa Fe,Pampeana,1960,3267
San Carlos Centro - San Carlos Sud ,Las Colonias,Santa Fe,Pampeana,2010,13358
San Carlos Centro - San Carlos Sud ,Las Colonias,Santa Fe,Pampeana,2001,11778
San Carlos Centro - San Carlos Sud ,Las Colonias,Santa Fe,Pampeana,1991,10427
San Carlos Centro - San Carlos Sud ,Las Colonias,Santa Fe,Pampeana,1980,9077
San Carlos Centro - San Carlos Sud ,Las Colonias,Santa Fe,Pampeana,1970,7215
San Carlos Centro - San Carlos Sud ,Las Colonias,Santa Fe,Pampeana,1960,6324
Ramallo,Ramallo,Buenos Aires,Pampeana,2010,13319
Ramallo,Ramallo,Buenos Aires,Pampeana,2001,11428
Ramallo,Ramallo,Buenos Aires,Pampeana,1991,10255
Ramallo,Ramallo,Buenos Aires,Pampeana,1980,8262
Ramallo,Ramallo,Buenos Aires,Pampeana,1970,6704
Ramallo,Ramallo,Buenos Aires,Pampeana,1960,5060
Fraile Pintado,Ledesma,Jujuy,Noroeste,2010,13300
Fraile Pintado,Ledesma,Jujuy,Noroeste,2001,11878
Fraile Pintado,Ledesma,Jujuy,Noroeste,1991,10217
Fraile Pintado,Ledesma,Jujuy,Noroeste,1980,7107
Fraile Pintado,Ledesma,Jujuy,Noroeste,1970,2892
Fraile Pintado,Ledesma,Jujuy,Noroeste,1960,1676
Navarro,Navarro,Buenos Aires,Pampeana,2010,13224
Navarro,Navarro,Buenos Aires,Pampeana,2001,11562
Navarro,Navarro,Buenos Aires,Pampeana,1991,8862
Navarro,Navarro,Buenos Aires,Pampeana,1980,7035
Navarro,Navarro,Buenos Aires,Pampeana,1970,5973
Navarro,Navarro,Buenos Aires,Pampeana,1960,5431
Tupungato ,Tupungato,Mendoza,Cuyo,2010,13218
Tupungato ,Tupungato,Mendoza,Cuyo,2001,11687
Tupungato ,Tupungato,Mendoza,Cuyo,1991,8163
Tupungato ,Tupungato,Mendoza,Cuyo,1980,4095
Tupungato ,Tupungato,Mendoza,Cuyo,1970,2949
Tupungato ,Tupungato,Mendoza,Cuyo,1960,2251
La Punta ,La Capital,San Luis,Centro,2010,13182
La Punta ,La Capital,San Luis,Centro,2001,NA
La Punta ,La Capital,San Luis,Centro,1991,NA
La Punta ,La Capital,San Luis,Centro,1980,NA
La Punta ,La Capital,San Luis,Centro,1970,NA
La Punta ,La Capital,San Luis,Centro,1960,NA
Oncativo,Río Segundo,Córdoba,Centro,2010,13180
Oncativo,Río Segundo,Córdoba,Centro,2001,12660
Oncativo,Río Segundo,Córdoba,Centro,1991,11532
Oncativo,Río Segundo,Córdoba,Centro,1980,10043
Oncativo,Río Segundo,Córdoba,Centro,1970,8290
Oncativo,Río Segundo,Córdoba,Centro,1960,6557
Chos Malal,Chos Malal,Neuquén,Comahue,2010,13092
Chos Malal,Chos Malal,Neuquén,Comahue,2001,11361
Chos Malal,Chos Malal,Neuquén,Comahue,1991,8529
Chos Malal,Chos Malal,Neuquén,Comahue,1980,4821
Chos Malal,Chos Malal,Neuquén,Comahue,1970,2545
Chos Malal,Chos Malal,Neuquén,Comahue,1960,2534
Capitán Sarmiento,Capitán Sarmiento,Buenos Aires,Pampeana,2010,13088
Capitán Sarmiento,Capitán Sarmiento,Buenos Aires,Pampeana,2001,11316
Capitán Sarmiento,Capitán Sarmiento,Buenos Aires,Pampeana,1991,9642
Capitán Sarmiento,Capitán Sarmiento,Buenos Aires,Pampeana,1980,8167
Capitán Sarmiento,Capitán Sarmiento,Buenos Aires,Pampeana,1970,7007
Capitán Sarmiento,Capitán Sarmiento,Buenos Aires,Pampeana,1960,7051
Las Rosas,Belgrano,Santa Fe,Pampeana,2010,13068
Las Rosas,Belgrano,Santa Fe,Pampeana,2001,12071
Las Rosas,Belgrano,Santa Fe,Pampeana,1991,10983
Las Rosas,Belgrano,Santa Fe,Pampeana,1980,9766
Las Rosas,Belgrano,Santa Fe,Pampeana,1970,8708
Las Rosas,Belgrano,Santa Fe,Pampeana,1960,7870
General Pinedo,12 de Octubre,Chaco,Noreste,2010,13042
General Pinedo,12 de Octubre,Chaco,Noreste,2001,11332
General Pinedo,12 de Octubre,Chaco,Noreste,1991,7415
General Pinedo,12 de Octubre,Chaco,Noreste,1980,7324
General Pinedo,12 de Octubre,Chaco,Noreste,1970,4600
General Pinedo,12 de Octubre,Chaco,Noreste,1960,4100
Lobería,Lobería,Buenos Aires,Pampeana,2010,13005
Lobería,Lobería,Buenos Aires,Pampeana,2001,12199
Lobería,Lobería,Buenos Aires,Pampeana,1991,10919
Lobería,Lobería,Buenos Aires,Pampeana,1980,8791
Lobería,Lobería,Buenos Aires,Pampeana,1970,9923
Lobería,Lobería,Buenos Aires,Pampeana,1960,8455
Chamical ,Chamical,La Rioja,Centro,2010,12919
Chamical ,Chamical,La Rioja,Centro,2001,11831
Chamical ,Chamical,La Rioja,Centro,1991,9055
Chamical ,Chamical,La Rioja,Centro,1980,6377
Chamical ,Chamical,La Rioja,Centro,1970,4634
Chamical ,Chamical,La Rioja,Centro,1960,3756
Fernández,Robles,Santiago del Estero,Pampeana,2010,12886
Fernández,Robles,Santiago del Estero,Pampeana,2001,11681
Fernández,Robles,Santiago del Estero,Pampeana,1991,9103
Fernández,Robles,Santiago del Estero,Pampeana,1980,6079
Fernández,Robles,Santiago del Estero,Pampeana,1970,4720
Fernández,Robles,Santiago del Estero,Pampeana,1960,3115
Saladas,Saladas,Corrientes,Noreste,2010,12864
Saladas,Saladas,Corrientes,Noreste,2001,12041
Saladas,Saladas,Corrientes,Noreste,1991,10279
Saladas,Saladas,Corrientes,Noreste,1980,7345
Saladas,Saladas,Corrientes,Noreste,1970,5468
Saladas,Saladas,Corrientes,Noreste,1960,3883
Rosario del Tala ,Tala,Entre Ríos,Pampeana,2010,12801
Rosario del Tala ,Tala,Entre Ríos,Pampeana,2001,12747
Rosario del Tala ,Tala,Entre Ríos,Pampeana,1991,11530
Rosario del Tala ,Tala,Entre Ríos,Pampeana,1980,9894
Rosario del Tala ,Tala,Entre Ríos,Pampeana,1970,8005
Rosario del Tala ,Tala,Entre Ríos,Pampeana,1960,7600
Ingeniero Guillermo N. Juárez ,Matacos,Formosa,Noreste,2010,12798
Ingeniero Guillermo N. Juárez ,Matacos,Formosa,Noreste,2001,10357
Ingeniero Guillermo N. Juárez ,Matacos,Formosa,Noreste,1991,6547
Ingeniero Guillermo N. Juárez ,Matacos,Formosa,Noreste,1980,3771
Ingeniero Guillermo N. Juárez ,Matacos,Formosa,Noreste,1970,1335
Ingeniero Guillermo N. Juárez ,Matacos,Formosa,Noreste,1960,1478
Carmen de Areco,Carmen de Areco,Buenos Aires,Pampeana,2010,12775
Carmen de Areco,Carmen de Areco,Buenos Aires,Pampeana,2001,12008
Carmen de Areco,Carmen de Areco,Buenos Aires,Pampeana,1991,9593
Carmen de Areco,Carmen de Areco,Buenos Aires,Pampeana,1980,7927
Carmen de Areco,Carmen de Areco,Buenos Aires,Pampeana,1970,6556
Carmen de Areco,Carmen de Areco,Buenos Aires,Pampeana,1960,5772
San Salvador,Colón,Entre Ríos,Pampeana,2010,12733
San Salvador,Colón,Entre Ríos,Pampeana,2001,11237
San Salvador,Colón,Entre Ríos,Pampeana,1991,6025
San Salvador,Colón,Entre Ríos,Pampeana,1980,4343
San Salvador,Colón,Entre Ríos,Pampeana,1970,3256
San Salvador,Colón,Entre Ríos,Pampeana,1960,2108
Rauch,Rauch,Buenos Aires,Pampeana,2010,12705
Rauch,Rauch,Buenos Aires,Pampeana,2001,11483
Rauch,Rauch,Buenos Aires,Pampeana,1991,10279
Rauch,Rauch,Buenos Aires,Pampeana,1980,8425
Rauch,Rauch,Buenos Aires,Pampeana,1970,8689
Rauch,Rauch,Buenos Aires,Pampeana,1960,6953
Junín de los Andes ,Huiliches,Neuquén,Comahue,2010,12621
Junín de los Andes ,Huiliches,Neuquén,Comahue,2001,10302
Junín de los Andes ,Huiliches,Neuquén,Comahue,1991,7333
Junín de los Andes ,Huiliches,Neuquén,Comahue,1980,5679
Junín de los Andes ,Huiliches,Neuquén,Comahue,1970,3870
Junín de los Andes ,Huiliches,Neuquén,Comahue,1960,1800
Andalgalá,Andalgalá,Catamarca,Noroeste,2010,12600
Andalgalá,Andalgalá,Catamarca,Noroeste,2001,11411
Andalgalá,Andalgalá,Catamarca,Noroeste,1991,9005
Andalgalá,Andalgalá,Catamarca,Noroeste,1980,6867
Andalgalá,Andalgalá,Catamarca,Noroeste,1970,6476
Andalgalá,Andalgalá,Catamarca,Noroeste,1960,6000
Monte Quemado,Copo,Santiago del Estero,Pampeana,2010,12543
Monte Quemado,Copo,Santiago del Estero,Pampeana,2001,11387
Monte Quemado,Copo,Santiago del Estero,Pampeana,1991,7763
Monte Quemado,Copo,Santiago del Estero,Pampeana,1980,4746
Monte Quemado,Copo,Santiago del Estero,Pampeana,1970,4125
Monte Quemado,Copo,Santiago del Estero,Pampeana,1960,4083
La Carlota,Juárez Celman,Córdoba,Centro,2010,12537
La Carlota,Juárez Celman,Córdoba,Centro,2001,11490
La Carlota,Juárez Celman,Córdoba,Centro,1991,10241
La Carlota,Juárez Celman,Córdoba,Centro,1980,8630
La Carlota,Juárez Celman,Córdoba,Centro,1970,7805
La Carlota,Juárez Celman,Córdoba,Centro,1960,6532
Las Lomitas,Patiño,Formosa,Noreste,2010,12399
Las Lomitas,Patiño,Formosa,Noreste,2001,10354
Las Lomitas,Patiño,Formosa,Noreste,1991,8188
Las Lomitas,Patiño,Formosa,Noreste,1980,4047
Las Lomitas,Patiño,Formosa,Noreste,1970,3490
Las Lomitas,Patiño,Formosa,Noreste,1960,1650
Santa Rosa de Calamuchita ,Calamuchita,Córdoba,Centro,2010,12395
Santa Rosa de Calamuchita ,Calamuchita,Córdoba,Centro,2001,9504
Santa Rosa de Calamuchita ,Calamuchita,Córdoba,Centro,1991,7718
Santa Rosa de Calamuchita ,Calamuchita,Córdoba,Centro,1980,7263
Santa Rosa de Calamuchita ,Calamuchita,Córdoba,Centro,1970,3735
Santa Rosa de Calamuchita ,Calamuchita,Córdoba,Centro,1960,2217
Aristóbulo del Valle,Caingüás,Misiones,Noreste,2010,12375
Aristóbulo del Valle,Caingüás,Misiones,Noreste,2001,8562
Aristóbulo del Valle,Caingüás,Misiones,Noreste,1991,6118
Aristóbulo del Valle,Caingüás,Misiones,Noreste,1980,3294
Aristóbulo del Valle,Caingüás,Misiones,Noreste,1970,1614
Aristóbulo del Valle,Caingüás,Misiones,Noreste,1960,925
Las Parejas,Belgrano,Santa Fe,Pampeana,2010,12375
Las Parejas,Belgrano,Santa Fe,Pampeana,2001,10971
Las Parejas,Belgrano,Santa Fe,Pampeana,1991,9609
Las Parejas,Belgrano,Santa Fe,Pampeana,1980,7454
Las Parejas,Belgrano,Santa Fe,Pampeana,1970,4880
Las Parejas,Belgrano,Santa Fe,Pampeana,1960,3733
Laguna Paiva ,La Capital,Santa Fe,Pampeana,2010,12334
Laguna Paiva ,La Capital,Santa Fe,Pampeana,2001,11405
Laguna Paiva ,La Capital,Santa Fe,Pampeana,1991,11771
Laguna Paiva ,La Capital,Santa Fe,Pampeana,1980,11552
Laguna Paiva ,La Capital,Santa Fe,Pampeana,1970,11196
Laguna Paiva ,La Capital,Santa Fe,Pampeana,1960,11703
Rodeo del Medio ,Maipú,Mendoza,Cuyo,2010,12327
Rodeo del Medio ,Maipú,Mendoza,Cuyo,2001,9120
Rodeo del Medio ,Maipú,Mendoza,Cuyo,1991,6268
Rodeo del Medio ,Maipú,Mendoza,Cuyo,1980,1431
Rodeo del Medio ,Maipú,Mendoza,Cuyo,1970,1632
Rodeo del Medio ,Maipú,Mendoza,Cuyo,1960,1965
Frontera ,Castellanos,Santa Fe,Pampeana,2010,12310
Frontera ,Castellanos,Santa Fe,Pampeana,2001,10743
Frontera ,Castellanos,Santa Fe,Pampeana,1991,8909
Frontera ,Castellanos,Santa Fe,Pampeana,1980,6604
Frontera ,Castellanos,Santa Fe,Pampeana,1970,3873
Frontera ,Castellanos,Santa Fe,Pampeana,1960,1672
San Luis del Palmar,San Luis del Palmar,Corrientes,Noreste,2010,12287
San Luis del Palmar,San Luis del Palmar,Corrientes,Noreste,2001,10644
San Luis del Palmar,San Luis del Palmar,Corrientes,Noreste,1991,7465
San Luis del Palmar,San Luis del Palmar,Corrientes,Noreste,1980,4982
San Luis del Palmar,San Luis del Palmar,Corrientes,Noreste,1970,3411
San Luis del Palmar,San Luis del Palmar,Corrientes,Noreste,1960,3407
Belén,Belén,Catamarca,Noroeste,2010,12256
Belén,Belén,Catamarca,Noroeste,2001,11003
Belén,Belén,Catamarca,Noroeste,1991,8231
Belén,Belén,Catamarca,Noroeste,1980,7421
Belén,Belén,Catamarca,Noroeste,1970,6152
Belén,Belén,Catamarca,Noroeste,1960,5469
Aimogasta,Arauco,La Rioja,Centro,2010,12249
Aimogasta,Arauco,La Rioja,Centro,2001,10418
Aimogasta,Arauco,La Rioja,Centro,1991,7664
Aimogasta,Arauco,La Rioja,Centro,1980,5706
Aimogasta,Arauco,La Rioja,Centro,1970,3167
Aimogasta,Arauco,La Rioja,Centro,1960,3330
Malvinas Argentinas,Capital,Córdoba,Centro,2010,12187
Malvinas Argentinas,Capital,Córdoba,Centro,2001,8628
Malvinas Argentinas,Capital,Córdoba,Centro,1991,5160
Malvinas Argentinas,Capital,Córdoba,Centro,1980,1620
Malvinas Argentinas,Capital,Córdoba,Centro,1970,1279
Malvinas Argentinas,Capital,Córdoba,Centro,1960,NA
General Acha,Utracán,La Pampa,Pampeana,2010,12184
General Acha,Utracán,La Pampa,Pampeana,2001,11869
General Acha,Utracán,La Pampa,Pampeana,1991,10146
General Acha,Utracán,La Pampa,Pampeana,1980,7647
General Acha,Utracán,La Pampa,Pampeana,1970,6270
General Acha,Utracán,La Pampa,Pampeana,1960,4787
San Clemente del Tuyú- Chacras de San Clemente,La Costa,Buenos Aires,Pampeana,2010,12126
San Clemente del Tuyú- Chacras de San Clemente,La Costa,Buenos Aires,Pampeana,2001,11336
San Clemente del Tuyú- Chacras de San Clemente,La Costa,Buenos Aires,Pampeana,1991,7987
San Clemente del Tuyú- Chacras de San Clemente,La Costa,Buenos Aires,Pampeana,1980,4677
San Clemente del Tuyú- Chacras de San Clemente,La Costa,Buenos Aires,Pampeana,1970,3425
San Clemente del Tuyú- Chacras de San Clemente,La Costa,Buenos Aires,Pampeana,1960,1736
Daireaux,Daireaux,Buenos Aires,Pampeana,2010,12122
Daireaux,Daireaux,Buenos Aires,Pampeana,2001,10932
Daireaux,Daireaux,Buenos Aires,Pampeana,1991,9830
Daireaux,Daireaux,Buenos Aires,Pampeana,1980,8220
Daireaux,Daireaux,Buenos Aires,Pampeana,1970,6614
Daireaux,Daireaux,Buenos Aires,Pampeana,1960,5769
Recreo,La Paz,Catamarca,Noroeste,2010,11847
Recreo,La Paz,Catamarca,Noroeste,2001,10147
Recreo,La Paz,Catamarca,Noroeste,1991,6789
Recreo,La Paz,Catamarca,Noroeste,1980,3480
Recreo,La Paz,Catamarca,Noroeste,1970,2806
Recreo,La Paz,Catamarca,Noroeste,1960,2834
General Cabrera,Juárez Celman,Córdoba,Centro,2010,11734
General Cabrera,Juárez Celman,Córdoba,Centro,2001,10351
General Cabrera,Juárez Celman,Córdoba,Centro,1991,8894
General Cabrera,Juárez Celman,Córdoba,Centro,1980,7252
General Cabrera,Juárez Celman,Córdoba,Centro,1970,6189
General Cabrera,Juárez Celman,Córdoba,Centro,1960,5455
Río Colorado ,Pichi Mahuida,Río Negro,Comahue,2010,11733
Río Colorado ,Pichi Mahuida,Río Negro,Comahue,2001,11314
Río Colorado ,Pichi Mahuida,Río Negro,Comahue,1991,10330
Río Colorado ,Pichi Mahuida,Río Negro,Comahue,1980,7397
Río Colorado ,Pichi Mahuida,Río Negro,Comahue,1970,5670
Río Colorado ,Pichi Mahuida,Río Negro,Comahue,1960,4087
América ,Rivadavia,Buenos Aires,Pampeana,2010,11685
América ,Rivadavia,Buenos Aires,Pampeana,2001,10361
América ,Rivadavia,Buenos Aires,Pampeana,1991,9025
América ,Rivadavia,Buenos Aires,Pampeana,1980,7294
América ,Rivadavia,Buenos Aires,Pampeana,1970,6081
América ,Rivadavia,Buenos Aires,Pampeana,1960,5315
Oliva,Tercero Arriba,Córdoba,Centro,2010,11672
Oliva,Tercero Arriba,Córdoba,Centro,2001,11629
Oliva,Tercero Arriba,Córdoba,Centro,1991,10698
Oliva,Tercero Arriba,Córdoba,Centro,1980,9291
Oliva,Tercero Arriba,Córdoba,Centro,1970,7799
Oliva,Tercero Arriba,Córdoba,Centro,1960,7000
Santa María,Santa María,Catamarca,Noroeste,2010,11648
Santa María,Santa María,Catamarca,Noroeste,2001,10800
Santa María,Santa María,Catamarca,Noroeste,1991,7527
Santa María,Santa María,Catamarca,Noroeste,1980,5292
Santa María,Santa María,Catamarca,Noroeste,1970,3736
Santa María,Santa María,Catamarca,Noroeste,1960,3500
Monterrico ,El Carmen,Jujuy,Noroeste,2010,11591
Monterrico ,El Carmen,Jujuy,Noroeste,2001,9167
Monterrico ,El Carmen,Jujuy,Noroeste,1991,6356
Monterrico ,El Carmen,Jujuy,Noroeste,1980,2243
Monterrico ,El Carmen,Jujuy,Noroeste,1970,1382
Monterrico ,El Carmen,Jujuy,Noroeste,1960,1177
Santa Lucía,Lavalle,Corrientes,Noreste,2010,11589
Santa Lucía,Lavalle,Corrientes,Noreste,2001,8860
Santa Lucía,Lavalle,Corrientes,Noreste,1991,5868
Santa Lucía,Lavalle,Corrientes,Noreste,1980,4452
Santa Lucía,Lavalle,Corrientes,Noreste,1970,3738
Santa Lucía,Lavalle,Corrientes,Noreste,1960,2930
Coronel Dorrego,Coronel Dorrego,Buenos Aires,Pampeana,2010,11510
Coronel Dorrego,Coronel Dorrego,Buenos Aires,Pampeana,2001,11644
Coronel Dorrego,Coronel Dorrego,Buenos Aires,Pampeana,1991,11418
Coronel Dorrego,Coronel Dorrego,Buenos Aires,Pampeana,1980,10653
Coronel Dorrego,Coronel Dorrego,Buenos Aires,Pampeana,1970,10448
Coronel Dorrego,Coronel Dorrego,Buenos Aires,Pampeana,1960,9154
Tinogasta,Tinogasta,Catamarca,Noroeste,2010,11485
Tinogasta,Tinogasta,Catamarca,Noroeste,2001,11257
Tinogasta,Tinogasta,Catamarca,Noroeste,1991,8980
Tinogasta,Tinogasta,Catamarca,Noroeste,1980,7860
Tinogasta,Tinogasta,Catamarca,Noroeste,1970,6313
Tinogasta,Tinogasta,Catamarca,Noroeste,1960,3557
Comandante Andresito ,General Manuel Belgrano,Misiones,Noreste,2010,11482
Comandante Andresito ,General Manuel Belgrano,Misiones,Noreste,2001,8338
Comandante Andresito ,General Manuel Belgrano,Misiones,Noreste,1991,4969
Comandante Andresito ,General Manuel Belgrano,Misiones,Noreste,1980,NA
Comandante Andresito ,General Manuel Belgrano,Misiones,Noreste,1970,NA
Comandante Andresito ,General Manuel Belgrano,Misiones,Noreste,1960,NA
Almafuerte,Tercero Arriba,Córdoba,Centro,2010,11422
Almafuerte,Tercero Arriba,Córdoba,Centro,2001,10534
Almafuerte,Tercero Arriba,Córdoba,Centro,1991,9274
Almafuerte,Tercero Arriba,Córdoba,Centro,1980,7652
Almafuerte,Tercero Arriba,Córdoba,Centro,1970,4859
Almafuerte,Tercero Arriba,Córdoba,Centro,1960,4406
General Las Heras (Est. Las Heras),General Las Heras,Buenos Aires,Pampeana,2010,11331
General Las Heras (Est. Las Heras),General Las Heras,Buenos Aires,Pampeana,2001,9735
General Las Heras (Est. Las Heras),General Las Heras,Buenos Aires,Pampeana,1991,7816
General Las Heras (Est. Las Heras),General Las Heras,Buenos Aires,Pampeana,1980,5989
General Las Heras (Est. Las Heras),General Las Heras,Buenos Aires,Pampeana,1970,4972
General Las Heras (Est. Las Heras),General Las Heras,Buenos Aires,Pampeana,1960,4020
Villa Ramallo,Ramallo,Buenos Aires,Pampeana,2010,11280
Villa Ramallo,Ramallo,Buenos Aires,Pampeana,2001,10052
